Student_Number,First_Name,Last_Name,Status,Current_Track,Current_Year_Entry_Date,Current_Year_Exit_Date,Grade_Level,School,Membership,Present,Absent,Tardies,Special_Education_Program
1276,First276,Last276,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,106,7,0,0
1277,First277,Last277,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,110,3,0,0
1278,First278,Last278,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,106,7,0,0
1279,First279,Last279,Unknown,,8/24/2020,8/2/2020,10,KIPP Columbus High,0,0,0,0,0
1280,First280,Last280,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,106,7,0,0
1281,First281,Last281,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,110,3,0,0
1282,First282,Last282,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,113,0,0,0
1283,First283,Last283,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,113,0,0,0
1284,First284,Last284,Inactive,,8/24/2020,9/16/2020,11,KIPP Columbus High,15,2,13,0,0
1285,First285,Last285,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,110,3,0,0
1286,First286,Last286,Active,,11/9/2020,6/4/2021,10,KIPP Columbus High,68,57,11,0,0
1287,First287,Last287,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,107,6,0,0
1288,First288,Last288,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,112,1,0,0
1289,First289,Last289,Unknown,,8/24/2020,8/2/2020,9,KIPP Columbus High,0,0,0,0,0
1290,First290,Last290,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,110,3,0,0
1291,First291,Last291,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,110,3,0,0
1292,First292,Last292,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,107,6,0,0
1293,First293,Last293,Inactive,,8/24/2020,9/25/2020,9,KIPP Columbus High,22,19,3,0,0
1294,First294,Last294,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,113,0,0,0
1295,First295,Last295,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,109,4,0,0
1296,First296,Last296,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,113,0,0,0
1297,First297,Last297,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,102,11,0,0
1298,First298,Last298,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,106,7,0,0
1299,First299,Last299,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,109.5,3.5,0,0
1300,First300,Last300,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,111,2,0,0
1301,First301,Last301,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,108,5,0,0
1302,First302,Last302,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,112,1,0,1
1303,First303,Last303,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,68,45,0,0
1304,First304,Last304,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,110,3,0,0
1305,First305,Last305,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,0,113,0,0
1306,First306,Last306,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,110,3,0,0
1307,First307,Last307,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,110,3,0,0
1308,First308,Last308,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,86,27,0,0
1309,First309,Last309,Inactive,,8/24/2020,10/2/2020,10,KIPP Columbus High,27,8,19,0,0
1310,First310,Last310,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,107,6,0,0
1311,First311,Last311,Inactive,,8/24/2020,9/25/2020,11,KIPP Columbus High,22,10,12,0,0
1312,First312,Last312,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,97.5,15.5,0,0
1313,First313,Last313,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,74,39,0,0
1314,First314,Last314,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,113,0,0,0
1315,First315,Last315,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,107,6,0,0
1316,First316,Last316,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,82,31,0,0
1317,First317,Last317,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,108,5,0,1
1318,First318,Last318,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,111,2,0,0
1319,First319,Last319,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,93,20,0,0
1320,First320,Last320,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,108,5,0,0
1321,First321,Last321,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,60,53,0,0
1322,First322,Last322,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,105,8,0,0
1323,First323,Last323,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,44,69,0,0
1324,First324,Last324,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,103,10,0,0
1325,First325,Last325,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,97,16,0,0
1326,First326,Last326,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,111,2,0,0
1327,First327,Last327,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,109,4,0,0
1328,First328,Last328,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,91,22,0,0
1329,First329,Last329,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,113,0,0,0
1330,First330,Last330,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,102.5,10.5,0,0
1331,First331,Last331,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,93,20,0,0
1332,First332,Last332,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,107,6,0,0
1333,First333,Last333,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,65.5,47.5,0,0
1334,First334,Last334,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,105,8,0,0
1335,First335,Last335,Unknown,,8/24/2020,8/2/2020,10,KIPP Columbus High,0,0,0,0,0
1336,First336,Last336,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,113,0,0,0
1337,First337,Last337,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,112,1,0,0
1338,First338,Last338,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,112,1,0,0
1339,First339,Last339,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,110,3,0,0
1340,First340,Last340,Active,,11/9/2020,6/4/2021,9,KIPP Columbus High,68,66,2,0,1
1341,First341,Last341,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,109.5,3.5,0,1
1342,First342,Last342,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,102,11,0,1
1343,First343,Last343,Unknown,,8/24/2020,8/2/2020,9,KIPP Columbus High,0,0,0,0,1
1344,First344,Last344,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,108,5,0,1
1345,First345,Last345,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,113,0,0,1
1346,First346,Last346,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,107,6,0,0
1347,First347,Last347,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,109,4,0,0
1348,First348,Last348,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,107,6,0,0
1349,First349,Last349,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,108,5,0,0
1350,First350,Last350,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,61,52,0,0
1351,First351,Last351,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,97,16,0,0
1352,First352,Last352,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,105,8,0,0
1353,First353,Last353,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,109,4,0,0
1354,First354,Last354,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,112.5,0.5,0,0
1355,First355,Last355,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,113,0,0,0
1356,First356,Last356,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,104,9,0,0
1357,First357,Last357,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,111,2,0,0
1358,First358,Last358,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,100,13,0,0
1359,First359,Last359,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,98,15,0,0
1360,First360,Last360,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,76,37,0,0
1361,First361,Last361,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,93,20,0,0
1362,First362,Last362,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,112,1,0,0
1363,First363,Last363,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,113,0,0,0
1364,First364,Last364,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,113,0,0,0
1365,First365,Last365,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,85,28,0,0
1366,First366,Last366,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,73,40,0,0
1367,First367,Last367,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,110,3,0,0
1368,First368,Last368,Inactive,,8/24/2020,9/25/2020,11,KIPP Columbus High,22,6,16,0,0
1369,First369,Last369,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,103,10,0,0
1370,First370,Last370,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,106,7,0,0
1371,First371,Last371,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,104,9,0,0
1372,First372,Last372,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,112,1,0,0
1373,First373,Last373,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,111,2,0,0
1374,First374,Last374,Active,,11/30/2020,6/4/2021,11,KIPP Columbus High,58,55,3,0,0
1375,First375,Last375,Active,,10/26/2020,6/4/2021,11,KIPP Columbus High,108,65,43,0,0
1376,First376,Last376,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,104,9,0,0
1377,First377,Last377,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,80,33,0,0
1378,First378,Last378,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,58,55,0,0
1379,First379,Last379,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,105,8,0,0
1380,First380,Last380,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,107,6,0,0
1381,First381,Last381,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,111,2,0,0
1382,First382,Last382,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,92,21,0,0
1383,First383,Last383,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,111,2,0,0
1384,First384,Last384,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,105,8,0,0
1385,First385,Last385,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,105,8,0,0
1386,First386,Last386,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,110,3,0,0
1387,First387,Last387,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,111,2,0,0
1388,First388,Last388,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,110,3,0,0
1389,First389,Last389,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,99,14,0,1
1390,First390,Last390,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,105,8,0,0
1391,First391,Last391,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,99,14,0,0
1392,First392,Last392,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,111,2,0,0
1393,First393,Last393,Inactive,,8/24/2020,5/30/2020,9,KIPP Columbus High,0,0,0,0,0
1394,First394,Last394,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,93.5,19.5,0,0
1395,First395,Last395,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,113,0,0,0
1396,First396,Last396,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,107,6,0,0
1397,First397,Last397,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,104,9,0,0
1398,First398,Last398,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,108,5,0,0
1399,First399,Last399,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,103,10,0,0
1400,First400,Last400,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,99,14,0,0
1401,First401,Last401,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,80,33,0,0
1402,First402,Last402,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,60,53,0,0
1403,First403,Last403,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,59,54,0,0
1404,First404,Last404,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,110,3,0,0
1405,First405,Last405,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,98,15,0,0
1406,First406,Last406,Active,,11/9/2020,6/4/2021,9,KIPP Columbus High,68,60,8,0,0
1407,First407,Last407,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,108,5,0,0
1408,First408,Last408,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,88,25,0,0
1409,First409,Last409,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,113,0,0,0
1410,First410,Last410,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,99,14,0,1
1411,First411,Last411,Unknown,,8/24/2020,8/2/2020,9,KIPP Columbus High,0,0,0,0,1
1412,First412,Last412,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,109,4,0,1
1413,First413,Last413,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,111,2,0,0
1414,First414,Last414,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,93.5,19.5,0,0
1415,First415,Last415,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,113,0,0,0
1416,First416,Last416,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,68,45,0,0
1417,First417,Last417,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,110,3,0,0
1418,First418,Last418,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,112,1,0,0
1419,First419,Last419,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,106,7,0,0
1420,First420,Last420,Active,,8/24/2020,6/4/2021,11,KIPP Columbus High,113,108,5,0,0
1421,First421,Last421,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,113,0,0,0
1422,First422,Last422,Inactive,,8/24/2020,7/2/2020,12,KIPP Columbus High,0,0,0,0,0
1423,First423,Last423,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,109,4,0,0
1424,First424,Last424,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,46,67,0,0
1425,First425,Last425,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,84.5,28.5,0,0
1426,First426,Last426,Active,,8/24/2020,6/4/2021,9,KIPP Columbus High,113,107.5,5.5,0,0
1427,First427,Last427,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,74,39,0,0
1428,First428,Last428,Active,,8/24/2020,6/4/2021,10,KIPP Columbus High,113,113,0,0,0
1429,First429,Last429,Active,,8/24/2020,6/4/2021,12,KIPP Columbus High,113,88,25,0,0
1430,First430,Last430,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,0
1431,First431,Last431,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,0
1432,First432,Last432,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,0
1433,First433,Last433,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1434,First434,Last434,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
1435,First435,Last435,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1436,First436,Last436,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1437,First437,Last437,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,108,5,0,0
1438,First438,Last438,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,0
1439,First439,Last439,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,103,10,0,0
1440,First440,Last440,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,103.5,9.5,0,0
1441,First441,Last441,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1442,First442,Last442,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,1
1443,First443,Last443,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1444,First444,Last444,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
1445,First445,Last445,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,109,4,0,0
1446,First446,Last446,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1447,First447,Last447,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1448,First448,Last448,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1449,First449,Last449,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,1
1450,First450,Last450,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,107,6,0,0
1451,First451,Last451,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,110,3,0,0
1452,First452,Last452,Unknown,,8/24/2020,8/2/2020,5,KIPP Columbus Elementary,,0,0,0,1
1453,First453,Last453,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1454,First454,Last454,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,100,13,0,1
1455,First455,Last455,Inactive,,8/24/2020,9/8/2020,2,KIPP Columbus Elementary,9,1,8,0,1
1456,First456,Last456,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,1
1457,First457,Last457,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
1458,First458,Last458,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,100,13,0,0
1459,First459,Last459,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
1460,First460,Last460,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1461,First461,Last461,Inactive,,8/24/2020,11/11/2020,5,KIPP Columbus Elementary,47,46,1,0,0
1462,First462,Last462,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,94,19,0,0
1463,First463,Last463,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,1
1464,First464,Last464,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,76,37,0,1
1465,First465,Last465,Inactive,,8/24/2020,11/9/2020,3,KIPP Columbus Elementary,45,45,0,0,0
1466,First466,Last466,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1467,First467,Last467,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,88,25,0,0
1468,First468,Last468,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1469,First469,Last469,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1470,First470,Last470,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,110,3,0,0
1471,First471,Last471,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,111,2,0,0
1472,First472,Last472,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1473,First473,Last473,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,109.5,3.5,0,0
1474,First474,Last474,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,107.5,5.5,0,1
1475,First475,Last475,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
1476,First476,Last476,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,109,4,0,0
1477,First477,Last477,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,0
1478,First478,Last478,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,1
1479,First479,Last479,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1480,First480,Last480,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,71,42,0,0
1481,First481,Last481,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,88,25,0,0
1482,First482,Last482,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,101,12,0,0
1483,First483,Last483,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,110,3,0,0
1484,First484,Last484,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,104,9,0,0
1485,First485,Last485,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,104,9,0,1
1486,First486,Last486,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
1487,First487,Last487,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
1488,First488,Last488,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,1
1489,First489,Last489,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1490,First490,Last490,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,97,16,0,1
1491,First491,Last491,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1492,First492,Last492,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,0
1493,First493,Last493,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,111,2,0,0
1494,First494,Last494,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
1495,First495,Last495,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1496,First496,Last496,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,109,4,0,1
1497,First497,Last497,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,1
1498,First498,Last498,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,1
1499,First499,Last499,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,0
1500,First500,Last500,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,88,25,0,0
1501,First501,Last501,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,80.5,32.5,0,0
1502,First502,Last502,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,108.5,4.5,0,0
1503,First503,Last503,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
1504,First504,Last504,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1505,First505,Last505,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,108,5,0,0
1506,First506,Last506,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,89.5,23.5,0,0
1507,First507,Last507,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,97,16,0,0
1508,First508,Last508,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,110,3,0,0
1509,First509,Last509,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
1510,First510,Last510,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
1511,First511,Last511,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,87,26,0,0
1512,First512,Last512,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
1513,First513,Last513,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,113,0,0,0
1514,First514,Last514,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,93,20,0,0
1515,First515,Last515,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,107,6,0,0
1516,First516,Last516,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,0,113,0,1
1517,First517,Last517,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,0
1518,First518,Last518,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
